"Code département";"Libellé département";"Code canton";"Libellé canton";Inscrits;Votants;"% Votants";Abstentions;"% Abstentions";Exprimés;"% Exprimés/inscrits";"% Exprimés/votants";Blancs;"% Blancs/inscrits";"% Blancs/votants";Nuls;"% Nuls/inscrits";"% Nuls/votants";"Nuance candidat 1";"Voix 1";"% Voix/inscrits 1";"% Voix/exprimés 1";"Nuance candidat 2";"Voix 2";"% Voix/inscrits 2";"% Voix/exprimés 2";"Nuance candidat 3";"Voix 3";"% Voix/inscrits 3";"% Voix/exprimés 3";"Nuance candidat 4";"Voix 4";"% Voix/inscrits 4";"% Voix/exprimés 4";"Nuance candidat 5";"Voix 5";"% Voix/inscrits 5";"% Voix/exprimés 5";"Nuance candidat 6";"Voix 6";"% Voix/inscrits 6";"% Voix/exprimés 6"
"25";Doubs;"2505";"Besançon-2";18282;13433;"73,48%";4849;"26,52%";13133;"71,84%";"97,77%";217;"1,19%";"1,62%";83;"0,45%";"0,62%";UG;4084;"22,34%";"31,10%";ENS;5199;"28,44%";"39,59%";RN;3850;"21,06%";"29,32%";;;;;;;;;;;;
"25";Doubs;"2506";"Besançon-3";20337;14282;"70,23%";6055;"29,77%";13199;"64,90%";"92,42%";826;"4,06%";"5,78%";257;"1,26%";"1,80%";UG;7372;"36,25%";"55,85%";ENS;1268;"6,23%";"9,61%";RN;4559;"22,42%";"34,54%";;;;;;;;;;;;
"25";Doubs;"2507";"Besançon-4";20542;14698;"71,55%";5844;"28,45%";13329;"64,89%";"90,69%";1063;"5,17%";"7,23%";306;"1,49%";"2,08%";UG;9015;"43,89%";"67,63%";RN;4314;"21,00%";"32,37%";;;;;;;;;;;;;;;;
"25";Doubs;"2508";"Besançon-5";19042;14305;"75,12%";4737;"24,88%";12912;"67,81%";"90,26%";1033;"5,42%";"7,22%";360;"1,89%";"2,52%";UG;8141;"42,75%";"63,05%";RN;4771;"25,06%";"36,95%";;;;;;;;;;;;;;;;
"25";Doubs;"2509";"Besançon-6";19395;14092;"72,66%";5303;"27,34%";13722;"70,75%";"97,37%";283;"1,46%";"2,01%";87;"0,45%";"0,62%";UG;5265;"27,15%";"38,37%";ENS;4468;"23,04%";"32,56%";RN;3989;"20,57%";"29,07%";;;;;;;;;;;;
"25";Doubs;"2510";Bethoncourt;19394;12552;"64,72%";6842;"35,28%";11724;"60,45%";"93,40%";570;"2,94%";"4,54%";258;"1,33%";"2,06%";UG;4844;"24,98%";"41,32%";ENS;1079;"5,56%";"9,20%";RN;5189;"26,76%";"44,26%";UXD;612;"3,16%";"5,22%";;;;;;;;
"25";Doubs;"2511";Frasne;18770;13250;"70,59%";5520;"29,41%";12686;"67,59%";"95,74%";411;"2,19%";"3,10%";153;"0,82%";"1,15%";LR;7887;"42,02%";"62,17%";RN;4799;"25,57%";"37,83%";;;;;;;;;;;;;;;;
"25";Doubs;"2512";Maîche;17578;12430;"70,71%";5148;"29,29%";11680;"66,45%";"93,97%";526;"2,99%";"4,23%";224;"1,27%";"1,80%";UG;1056;"6,01%";"9,04%";ENS;4261;"24,24%";"36,48%";RN;2044;"11,63%";"17,50%";UXD;4319;"24,57%";"36,98%";;;;;;;;
"25";Doubs;"2513";Montbéliard;17444;11054;"63,37%";6390;"36,63%";10484;"60,10%";"94,84%";465;"2,67%";"4,21%";105;"0,60%";"0,95%";UG;312;"1,79%";"2,98%";ENS;5940;"34,05%";"56,66%";RN;295;"1,69%";"2,81%";UXD;3937;"22,57%";"37,55%";;;;;;;;
"25";Doubs;"2514";Morteau;19541;13235;"67,73%";6306;"32,27%";12666;"64,82%";"95,70%";402;"2,06%";"3,04%";167;"0,85%";"1,26%";LR;8413;"43,05%";"66,42%";RN;4253;"21,76%";"33,58%";;;;;;;;;;;;;;;;
"25";Doubs;"2515";Ornans;19967;14942;"74,83%";5025;"25,17%";13797;"69,10%";"92,34%";809;"4,05%";"5,41%";336;"1,68%";"2,25%";UG;2846;"14,25%";"20,63%";ENS;18;"0,09%";"0,13%";LR;4917;"24,63%";"35,64%";RN;6016;"30,13%";"43,60%";;;;;;;;
"25";Doubs;"2516";Pontarlier;18870;12009;"63,64%";6861;"36,36%";11512;"61,01%";"95,86%";347;"1,84%";"2,89%";150;"0,79%";"1,25%";LR;7572;"40,13%";"65,77%";RN;3940;"20,88%";"34,23%";;;;;;;;;;;;;;;;
"25";Doubs;"2517";"Saint-Vit";18671;14229;"76,21%";4442;"23,79%";13814;"73,99%";"97,08%";302;"1,62%";"2,12%";113;"0,61%";"0,79%";UG;3165;"16,95%";"22,91%";ENS;4802;"25,72%";"34,76%";RN;5847;"31,32%";"42,33%";;;;;;;;;;;;
"25";Doubs;"2518";Valdahon;18734;13628;"72,74%";5106;"27,26%";13081;"69,82%";"95,99%";392;"2,09%";"2,88%";155;"0,83%";"1,14%";UG;179;"0,96%";"1,37%";ENS;347;"1,85%";"2,65%";LR;6787;"36,23%";"51,88%";RN;5242;"27,98%";"40,07%";UXD;526;"2,81%";"4,02%";;;;
"25";Doubs;"2519";Valentigney;20123;13605;"67,61%";6518;"32,39%";12644;"62,83%";"92,94%";664;"3,30%";"4,88%";297;"1,48%";"2,18%";UG;5447;"27,07%";"43,08%";RN;7197;"35,77%";"56,92%";;;;;;;;;;;;;;;;
"26";Drôme;"2601";"Bourg-de-Péage";21970;15069;"68,59%";6901;"31,41%";14763;"67,20%";"97,97%";198;"0,90%";"1,31%";108;"0,49%";"0,72%";UG;5740;"26,13%";"38,88%";LR;3502;"15,94%";"23,72%";RN;5521;"25,13%";"37,40%";;;;;;;;;;;;
"26";Drôme;"2602";Crest;23483;17787;"75,74%";5696;"24,26%";16464;"70,11%";"92,56%";1030;"4,39%";"5,79%";293;"1,25%";"1,65%";UG;10203;"43,45%";"61,97%";UXD;6261;"26,66%";"38,03%";;;;;;;;;;;;;;;;
"26";Drôme;"2603";Dieulefit;19491;14943;"76,67%";4548;"23,33%";13367;"68,58%";"89,45%";1257;"6,45%";"8,41%";319;"1,64%";"2,13%";UG;7192;"36,90%";"53,80%";RN;3689;"18,93%";"27,60%";UXD;2486;"12,75%";"18,60%";;;;;;;;;;;;
"26";Drôme;"2604";"Le Diois";12451;9567;"76,84%";2884;"23,16%";8790;"70,60%";"91,88%";594;"4,77%";"6,21%";183;"1,47%";"1,91%";UG;6238;"50,10%";"70,97%";UXD;2552;"20,50%";"29,03%";;;;;;;;;;;;;;;;
"26";Drôme;"2605";"Drôme des collines";21005;15822;"75,32%";5183;"24,68%";15563;"74,09%";"98,36%";170;"0,81%";"1,07%";89;"0,42%";"0,56%";UG;3900;"18,57%";"25,06%";LR;4793;"22,82%";"30,80%";RN;6870;"32,71%";"44,14%";;;;;;;;;;;;
"26";Drôme;"2606";Grignan;17461;12768;"73,12%";4693;"26,88%";11647;"66,70%";"91,22%";715;"4,09%";"5,60%";406;"2,33%";"3,18%";UG;4813;"27,56%";"41,32%";RN;2685;"15,38%";"23,05%";UXD;4149;"23,76%";"35,62%";;;;;;;;;;;;
"26";Drôme;"2607";"Loriol-sur-Drôme";20920;14369;"68,69%";6551;"31,31%";12751;"60,95%";"88,74%";1222;"5,84%";"8,50%";396;"1,89%";"2,76%";UG;5495;"26,27%";"43,09%";RN;6017;"28,76%";"47,19%";UXD;1239;"5,92%";"9,72%";;;;;;;;;;;;
"26";Drôme;"2608";"Montélimar-1";19602;12560;"64,08%";7042;"35,92%";11169;"56,98%";"88,93%";1054;"5,38%";"8,39%";337;"1,72%";"2,68%";UG;4899;"24,99%";"43,86%";RN;6270;"31,99%";"56,14%";;;;;;;;;;;;;;;;
"26";Drôme;"2609";"Montélimar-2";19972;13289;"66,54%";6683;"33,46%";11609;"58,13%";"87,36%";1338;"6,70%";"10,07%";342;"1,71%";"2,57%";UG;4861;"24,34%";"41,87%";RN;6748;"33,79%";"58,13%";;;;;;;;;;;;;;;;
"26";Drôme;"2610";"Nyons et Baronnies";18768;13826;"73,67%";4942;"26,33%";12763;"68,00%";"92,31%";769;"4,10%";"5,56%";294;"1,57%";"2,13%";UG;7198;"38,35%";"56,40%";UXD;5565;"29,65%";"43,60%";;;;;;;;;;;;;;;;
"26";Drôme;"2611";"Romans-sur-Isère";21959;15570;"70,90%";6389;"29,10%";15251;"69,45%";"97,95%";230;"1,05%";"1,48%";89;"0,41%";"0,57%";UG;5285;"24,07%";"34,65%";LR;3928;"17,89%";"25,76%";RN;6038;"27,50%";"39,59%";;;;;;;;;;;;
"26";Drôme;"2612";"Saint-Vallier";19094;13323;"69,78%";5771;"30,22%";13009;"68,13%";"97,64%";216;"1,13%";"1,62%";98;"0,51%";"0,74%";UG;4483;"23,48%";"34,46%";LR;2920;"15,29%";"22,45%";RN;5606;"29,36%";"43,09%";;;;;;;;;;;;
"26";Drôme;"2613";"Tain-l'Hermitage";21627;15871;"73,39%";5756;"26,61%";14538;"67,22%";"91,60%";1003;"4,64%";"6,32%";330;"1,53%";"2,08%";UG;5791;"26,78%";"39,83%";LR;680;"3,14%";"4,68%";RN;8067;"37,30%";"55,49%";;;;;;;;;;;;
"26";Drôme;"2614";"Le Tricastin";22972;16036;"69,81%";6936;"30,19%";14634;"63,70%";"91,26%";1062;"4,62%";"6,62%";340;"1,48%";"2,12%";UG;6006;"26,14%";"41,04%";RN;3946;"17,18%";"26,96%";UXD;4682;"20,38%";"31,99%";;;;;;;;;;;;
"26";Drôme;"2615";"Valence-1";22426;15070;"67,20%";7356;"32,80%";13955;"62,23%";"92,60%";865;"3,86%";"5,74%";250;"1,11%";"1,66%";UG;7683;"34,26%";"55,06%";RN;6272;"27,97%";"44,94%";;;;;;;;;;;;;;;;
"26";Drôme;"2616";"Valence-2";21992;15494;"70,45%";6498;"29,55%";14190;"64,52%";"91,58%";1030;"4,68%";"6,65%";274;"1,25%";"1,77%";UG;8027;"36,50%";"56,57%";RN;2171;"9,87%";"15,30%";UXD;3992;"18,15%";"28,13%";;;;;;;;;;;;
"26";Drôme;"2617";"Valence-3";23139;16045;"69,34%";7094;"30,66%";14201;"61,37%";"88,51%";1478;"6,39%";"9,21%";366;"1,58%";"2,28%";UG;7384;"31,91%";"52,00%";RN;6817;"29,46%";"48,00%";;;;;;;;;;;;;;;;
"26";Drôme;"2618";"Valence-4";17212;11576;"67,26%";5636;"32,74%";10683;"62,07%";"92,29%";718;"4,17%";"6,20%";175;"1,02%";"1,51%";UG;7001;"40,68%";"65,53%";RN;3682;"21,39%";"34,47%";;;;;;;;;;;;;;;;
"26";Drôme;"2619";"Vercors-Monts du Matin";20845;15983;"76,68%";4862;"23,32%";15310;"73,45%";"95,79%";540;"2,59%";"3,38%";133;"0,64%";"0,83%";UG;5670;"27,20%";"37,03%";LR;2650;"12,71%";"17,31%";RN;4555;"21,85%";"29,75%";UXD;2435;"11,68%";"15,90%";;;;;;;;
"27";Eure;"2701";"Les Andelys";20657;14299;"69,22%";6358;"30,78%";13694;"66,29%";"95,77%";465;"2,25%";"3,25%";140;"0,68%";"0,98%";ENS;6275;"30,38%";"45,82%";RN;7419;"35,92%";"54,18%";;;;;;;;;;;;;;;;
"27";Eure;"2702";Bernay;18315;12208;"66,66%";6107;"33,34%";11504;"62,81%";"94,23%";513;"2,80%";"4,20%";191;"1,04%";"1,56%";ENS;5510;"30,08%";"47,90%";RN;5994;"32,73%";"52,10%";;;;;;;;;;;;;;;;
"27";Eure;"2703";Beuzeville;24230;16906;"69,77%";7324;"30,23%";15968;"65,90%";"94,45%";737;"3,04%";"4,36%";201;"0,83%";"1,19%";ENS;6548;"27,02%";"41,01%";RN;9420;"38,88%";"58,99%";;;;;;;;;;;;;;;;
"27";Eure;"2704";"Bourg-Achard";17741;12427;"70,05%";5314;"29,95%";11642;"65,62%";"93,68%";621;"3,50%";"5,00%";164;"0,92%";"1,32%";ENS;4773;"26,90%";"41,00%";RN;6869;"38,72%";"59,00%";;;;;;;;;;;;;;;;
"27";Eure;"2705";"Grand Bourgtheroulde";22448;16195;"72,14%";6253;"27,86%";15257;"67,97%";"94,21%";742;"3,31%";"4,58%";196;"0,87%";"1,21%";UG;7567;"33,71%";"49,60%";RN;7690;"34,26%";"50,40%";;;;;;;;;;;;;;;;
"27";Eure;"2706";Breteuil;16294;10781;"66,17%";5513;"33,83%";10183;"62,50%";"94,45%";456;"2,80%";"4,23%";142;"0,87%";"1,32%";UG;1237;"7,59%";"12,15%";ENS;2797;"17,17%";"27,47%";RN;6149;"37,74%";"60,38%";;;;;;;;;;;;
"27";Eure;"2707";Brionne;18964;12903;"68,04%";6061;"31,96%";11873;"62,61%";"92,02%";812;"4,28%";"6,29%";218;"1,15%";"1,69%";UG;4405;"23,23%";"37,10%";RN;7468;"39,38%";"62,90%";;;;;;;;;;;;;;;;
"27";Eure;"2708";"Conches-en-Ouche";16080;11003;"68,43%";5077;"31,57%";10169;"63,24%";"92,42%";677;"4,21%";"6,15%";157;"0,98%";"1,43%";UG;4273;"26,57%";"42,02%";ENS;276;"1,72%";"2,71%";RN;5620;"34,95%";"55,27%";;;;;;;;;;;;
"27";Eure;"2709";"Evreux-1";15752;10324;"65,54%";5428;"34,46%";9491;"60,25%";"91,93%";661;"4,20%";"6,40%";172;"1,09%";"1,67%";UG;4628;"29,38%";"48,76%";ENS;1315;"8,35%";"13,86%";RN;3548;"22,52%";"37,38%";;;;;;;;;;;;
"27";Eure;"2710";"Evreux-2";17964;11770;"65,52%";6194;"34,48%";10910;"60,73%";"92,69%";649;"3,61%";"5,51%";211;"1,17%";"1,79%";UG;4300;"23,94%";"39,41%";ENS;2052;"11,42%";"18,81%";RN;4558;"25,37%";"41,78%";;;;;;;;;;;;
"27";Eure;"2711";"Evreux-3";13230;8642;"65,32%";4588;"34,68%";8236;"62,25%";"95,30%";323;"2,44%";"3,74%";83;"0,63%";"0,96%";ENS;4737;"35,80%";"57,52%";RN;3499;"26,45%";"42,48%";;;;;;;;;;;;;;;;
"27";Eure;"2712";Gaillon;21340;14541;"68,14%";6799;"31,86%";13900;"65,14%";"95,59%";512;"2,40%";"3,52%";129;"0,60%";"0,89%";UG;6267;"29,37%";"45,09%";ENS;439;"2,06%";"3,16%";RN;7194;"33,71%";"51,76%";;;;;;;;;;;;
"27";Eure;"2713";Gisors;22250;14157;"63,63%";8093;"36,37%";13481;"60,59%";"95,22%";501;"2,25%";"3,54%";175;"0,79%";"1,24%";ENS;5592;"25,13%";"41,48%";RN;7889;"35,46%";"58,52%";;;;;;;;;;;;;;;;
"27";Eure;"2714";Louviers;16517;10357;"62,71%";6160;"37,29%";9847;"59,62%";"95,08%";398;"2,41%";"3,84%";112;"0,68%";"1,08%";UG;5760;"34,87%";"58,49%";RN;4087;"24,74%";"41,51%";;;;;;;;;;;;;;;;
"27";Eure;"2715";"Le Neubourg";17498;12318;"70,40%";5180;"29,60%";11326;"64,73%";"91,95%";831;"4,75%";"6,75%";161;"0,92%";"1,31%";UG;4547;"25,99%";"40,15%";RN;6779;"38,74%";"59,85%";;;;;;;;;;;;;;;;
"27";Eure;"2716";"Pacy-sur-Eure";22464;15726;"70,01%";6738;"29,99%";15073;"67,10%";"95,85%";541;"2,41%";"3,44%";112;"0,50%";"0,71%";ENS;7974;"35,50%";"52,90%";RN;7099;"31,60%";"47,10%";;;;;;;;;;;;;;;;
"27";Eure;"2717";"Pont-Audemer";20596;13929;"67,63%";6667;"32,37%";13105;"63,63%";"94,08%";639;"3,10%";"4,59%";185;"0,90%";"1,33%";ENS;5804;"28,18%";"44,29%";RN;7301;"35,45%";"55,71%";;;;;;;;;;;;;;;;
"27";Eure;"2718";"Pont-de-l'Arche";18246;13004;"71,27%";5242;"28,73%";12346;"67,66%";"94,94%";528;"2,89%";"4,06%";130;"0,71%";"1,00%";UG;6192;"33,94%";"50,15%";RN;6154;"33,73%";"49,85%";;;;;;;;;;;;;;;;
"27";Eure;"2719";"Romilly-sur-Andelle";16828;11341;"67,39%";5487;"32,61%";10778;"64,05%";"95,04%";440;"2,61%";"3,88%";123;"0,73%";"1,08%";ENS;4448;"26,43%";"41,27%";RN;6330;"37,62%";"58,73%";;;;;;;;;;;;;;;;
"27";Eure;"2720";"Saint-André-de-l'Eure";22578;14747;"65,32%";7831;"34,68%";14073;"62,33%";"95,43%";514;"2,28%";"3,49%";160;"0,71%";"1,08%";ENS;5950;"26,35%";"42,28%";RN;8123;"35,98%";"57,72%";;;;;;;;;;;;;;;;
"27";Eure;"2721";"Val-de-Reuil";14113;8878;"62,91%";5235;"37,09%";8516;"60,34%";"95,92%";284;"2,01%";"3,20%";78;"0,55%";"0,88%";UG;5317;"37,67%";"62,44%";ENS;149;"1,06%";"1,75%";RN;3050;"21,61%";"35,81%";;;;;;;;;;;;
"27";Eure;"2722";"Verneuil d'Avre et d'Iton";22516;14760;"65,55%";7756;"34,45%";14104;"62,64%";"95,56%";500;"2,22%";"3,39%";156;"0,69%";"1,06%";ENS;6563;"29,15%";"46,53%";RN;7541;"33,49%";"53,47%";;;;;;;;;;;;;;;;
"27";Eure;"2723";Vernon;18877;12521;"66,33%";6356;"33,67%";11964;"63,38%";"95,55%";432;"2,29%";"3,45%";125;"0,66%";"1,00%";ENS;7706;"40,82%";"64,41%";RN;4258;"22,56%";"35,59%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2801";Anet;18682;13092;"70,08%";5590;"29,92%";12645;"67,69%";"96,59%";354;"1,89%";"2,70%";93;"0,50%";"0,71%";ENS;526;"2,82%";"4,16%";LR;6401;"34,26%";"50,62%";RN;5718;"30,61%";"45,22%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2802";Auneau;18130;12295;"67,82%";5835;"32,18%";11796;"65,06%";"95,94%";393;"2,17%";"3,20%";106;"0,58%";"0,86%";ENS;6064;"33,45%";"51,41%";RN;1780;"9,82%";"15,09%";UXD;3952;"21,80%";"33,50%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2803";Brou;17791;12290;"69,08%";5501;"30,92%";11841;"66,56%";"96,35%";311;"1,75%";"2,53%";138;"0,78%";"1,12%";ENS;4364;"24,53%";"36,85%";DVC;1580;"8,88%";"13,34%";RN;1980;"11,13%";"16,72%";UXD;3917;"22,02%";"33,08%";;;;;;;;
"28";"Eure-et-Loir";"2804";"Chartres-1";20807;13614;"65,43%";7193;"34,57%";12940;"62,19%";"95,05%";497;"2,39%";"3,65%";177;"0,85%";"1,30%";ENS;8286;"39,82%";"64,03%";RN;4654;"22,37%";"35,97%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2805";"Chartres-2";20345;14084;"69,23%";6261;"30,77%";13429;"66,01%";"95,35%";501;"2,46%";"3,56%";154;"0,76%";"1,09%";ENS;7992;"39,28%";"59,51%";DVC;142;"0,70%";"1,06%";RN;5295;"26,03%";"39,43%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2806";"Chartres-3";21721;13921;"64,09%";7800;"35,91%";13281;"61,14%";"95,40%";480;"2,21%";"3,45%";160;"0,74%";"1,15%";ENS;3076;"14,16%";"23,16%";DVC;5585;"25,71%";"42,05%";RN;4620;"21,27%";"34,79%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2807";Châteaudun;21711;14169;"65,26%";7542;"34,74%";13681;"63,01%";"96,56%";346;"1,59%";"2,44%";142;"0,65%";"1,00%";ENS;7690;"35,42%";"56,21%";UXD;5991;"27,59%";"43,79%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2808";"Dreux-1";19407;11386;"58,67%";8021;"41,33%";10893;"56,13%";"95,67%";380;"1,96%";"3,34%";113;"0,58%";"0,99%";LR;6657;"34,30%";"61,11%";RN;4236;"21,83%";"38,89%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2809";"Dreux-2";19198;11730;"61,10%";7468;"38,90%";11214;"58,41%";"95,60%";397;"2,07%";"3,38%";119;"0,62%";"1,01%";ENS;1294;"6,74%";"11,54%";LR;6190;"32,24%";"55,20%";RN;3730;"19,43%";"33,26%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2810";Epernon;25109;17182;"68,43%";7927;"31,57%";16298;"64,91%";"94,86%";709;"2,82%";"4,13%";175;"0,70%";"1,02%";ENS;9290;"37,00%";"57,00%";RN;7008;"27,91%";"43,00%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2811";"Illiers-Combray";19801;13631;"68,84%";6170;"31,16%";13011;"65,71%";"95,45%";504;"2,55%";"3,70%";116;"0,59%";"0,85%";ENS;185;"0,93%";"1,42%";DVC;6158;"31,10%";"47,33%";RN;6461;"32,63%";"49,66%";UXD;207;"1,05%";"1,59%";;;;;;;;
"28";"Eure-et-Loir";"2812";Lucé;18299;11983;"65,48%";6316;"34,52%";11465;"62,65%";"95,68%";382;"2,09%";"3,19%";136;"0,74%";"1,13%";ENS;3260;"17,82%";"28,43%";DVC;3735;"20,41%";"32,58%";RN;4470;"24,43%";"38,99%";;;;;;;;;;;;
"28";"Eure-et-Loir";"2813";"Nogent-le-Rotrou";20591;13934;"67,67%";6657;"32,33%";13325;"64,71%";"95,63%";438;"2,13%";"3,14%";171;"0,83%";"1,23%";DVC;6615;"32,13%";"49,64%";RN;6710;"32,59%";"50,36%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2814";"Saint-Lubin-des-Joncherets";23587;15603;"66,15%";7984;"33,85%";15032;"63,73%";"96,34%";421;"1,78%";"2,70%";150;"0,64%";"0,96%";LR;7174;"30,42%";"47,72%";RN;7858;"33,31%";"52,28%";;;;;;;;;;;;;;;;
"28";"Eure-et-Loir";"2815";"Les Villages Vovéens";20516;13784;"67,19%";6732;"32,81%";13315;"64,90%";"96,60%";330;"1,61%";"2,39%";139;"0,68%";"1,01%";ENS;6357;"30,99%";"47,74%";UXD;6958;"33,91%";"52,26%";;;;;;;;;;;;;;;;
"29";Finistère;"2901";"Brest-1";15938;10100;"63,37%";5838;"36,63%";9833;"61,70%";"97,36%";267;"1,68%";"2,64%";0;"0,00%";"0,00%";UG;4214;"26,44%";"42,86%";DVC;2884;"18,10%";"29,33%";RN;2735;"17,16%";"27,81%";;;;;;;;;;;;
"29";Finistère;"2902";"Brest-2";20817;14686;"70,55%";6131;"29,45%";14037;"67,43%";"95,58%";649;"3,12%";"4,42%";0;"0,00%";"0,00%";UG;4437;"21,31%";"31,61%";ENS;3677;"17,66%";"26,20%";DVC;3067;"14,73%";"21,85%";RN;2856;"13,72%";"20,35%";;;;;;;;
"29";Finistère;"2903";"Brest-3";23247;16225;"69,79%";7022;"30,21%";15170;"65,26%";"93,50%";976;"4,20%";"6,02%";79;"0,34%";"0,49%";ENS;10472;"45,05%";"69,03%";RN;4698;"20,21%";"30,97%";;;;;;;;;;;;;;;;
"29";Finistère;"2904";"Brest-4";27332;20084;"73,48%";7248;"26,52%";19625;"71,80%";"97,71%";414;"1,51%";"2,06%";45;"0,16%";"0,22%";UG;6325;"23,14%";"32,23%";DVC;8079;"29,56%";"41,17%";RN;5221;"19,10%";"26,60%";;;;;;;;;;;;
"29";Finistère;"2905";"Brest-5";22862;15834;"69,26%";7028;"30,74%";15536;"67,96%";"98,12%";298;"1,30%";"1,88%";0;"0,00%";"0,00%";UG;7134;"31,20%";"45,92%";DVC;5209;"22,78%";"33,53%";RN;3193;"13,97%";"20,55%";;;;;;;;;;;;
"29";Finistère;"2906";BRIEC;21243;15368;"72,34%";5875;"27,66%";14433;"67,94%";"93,92%";684;"3,22%";"4,45%";251;"1,18%";"1,63%";UG;6651;"31,31%";"46,08%";ENS;2264;"10,66%";"15,69%";RN;5518;"25,98%";"38,23%";;;;;;;;;;;;
"29";Finistère;"2907";"CARHAIX-PLOUGUER";20565;14492;"70,47%";6073;"29,53%";13511;"65,70%";"93,23%";684;"3,33%";"4,72%";297;"1,44%";"2,05%";UG;8282;"40,27%";"61,30%";RN;5229;"25,43%";"38,70%";;;;;;;;;;;;;;;;
"29";Finistère;"2908";Concarneau;32952;23335;"70,82%";9617;"29,18%";22073;"66,99%";"94,59%";922;"2,80%";"3,95%";340;"1,03%";"1,46%";ENS;14670;"44,52%";"66,46%";RN;7403;"22,47%";"33,54%";;;;;;;;;;;;;;;;
"29";Finistère;"2909";Crozon;27011;19572;"72,46%";7439;"27,54%";17963;"66,50%";"91,78%";1226;"4,54%";"6,26%";383;"1,42%";"1,96%";UG;10510;"38,91%";"58,51%";RN;7453;"27,59%";"41,49%";;;;;;;;;;;;;;;;
"29";Finistère;"2910";Douarnenez;29112;21741;"74,68%";7371;"25,32%";21070;"72,38%";"96,91%";466;"1,60%";"2,14%";205;"0,70%";"0,94%";UG;7721;"26,52%";"36,64%";ENS;7558;"25,96%";"35,87%";RN;5791;"19,89%";"27,48%";;;;;;;;;;;;
"29";Finistère;"2911";Fouesnant;33281;26148;"78,57%";7133;"21,43%";25426;"76,40%";"97,24%";504;"1,51%";"1,93%";218;"0,66%";"0,83%";UG;7116;"21,38%";"27,99%";ENS;11222;"33,72%";"44,14%";RN;7088;"21,30%";"27,88%";;;;;;;;;;;;
"29";Finistère;"2912";Guipavas;32150;23730;"73,81%";8420;"26,19%";22124;"68,81%";"93,23%";1258;"3,91%";"5,30%";348;"1,08%";"1,47%";UG;5311;"16,52%";"24,01%";ENS;10564;"32,86%";"47,75%";RN;6249;"19,44%";"28,25%";;;;;;;;;;;;
"29";Finistère;"2913";Landerneau;21260;15779;"74,22%";5481;"25,78%";14813;"69,68%";"93,88%";773;"3,64%";"4,90%";193;"0,91%";"1,22%";UG;413;"1,94%";"2,79%";ENS;10172;"47,85%";"68,67%";RN;4228;"19,89%";"28,54%";;;;;;;;;;;;
"29";Finistère;"2914";Landivisiau;24770;17946;"72,45%";6824;"27,55%";17118;"69,11%";"95,39%";644;"2,60%";"3,59%";184;"0,74%";"1,03%";UG;1826;"7,37%";"10,67%";ENS;9073;"36,63%";"53,00%";RN;6219;"25,11%";"36,33%";;;;;;;;;;;;
"29";Finistère;"2915";Lesneven;29441;21436;"72,81%";8005;"27,19%";20214;"68,66%";"94,30%";959;"3,26%";"4,47%";263;"0,89%";"1,23%";ENS;13280;"45,11%";"65,70%";RN;6934;"23,55%";"34,30%";;;;;;;;;;;;;;;;
"29";Finistère;"2916";"Moëlan-sur-Mer";32326;23541;"72,82%";8785;"27,18%";22046;"68,20%";"93,65%";1062;"3,29%";"4,51%";433;"1,34%";"1,84%";ENS;13965;"43,20%";"63,34%";RN;8081;"25,00%";"36,66%";;;;;;;;;;;;;;;;
"29";Finistère;"2917";Morlaix;27647;20317;"73,49%";7330;"26,51%";19811;"71,66%";"97,51%";385;"1,39%";"1,89%";121;"0,44%";"0,60%";UG;7571;"27,38%";"38,22%";ENS;7602;"27,50%";"38,37%";RN;4638;"16,78%";"23,41%";;;;;;;;;;;;
"29";Finistère;"2918";Plabennec;33238;24850;"74,76%";8388;"25,24%";23499;"70,70%";"94,56%";1106;"3,33%";"4,45%";245;"0,74%";"0,99%";ENS;15807;"47,56%";"67,27%";RN;7692;"23,14%";"32,73%";;;;;;;;;;;;;;;;
"29";Finistère;"2919";"Plonéour-Lanvern";25716;19759;"76,84%";5957;"23,16%";19135;"74,41%";"96,84%";438;"1,70%";"2,22%";186;"0,72%";"0,94%";UG;6482;"25,21%";"33,88%";ENS;7342;"28,55%";"38,37%";RN;5311;"20,65%";"27,76%";;;;;;;;;;;;
"29";Finistère;"2920";Plouigneau;23448;17837;"76,07%";5611;"23,93%";17373;"74,09%";"97,40%";351;"1,50%";"1,97%";113;"0,48%";"0,63%";UG;6583;"28,07%";"37,89%";ENS;6002;"25,60%";"34,55%";RN;4788;"20,42%";"27,56%";;;;;;;;;;;;
